Name,Status,Runid,Date
LPU,FAILED,NONE,2020-02-24 15:57:3
LPU,FAILED,NONE,2020-02-24 16:56:0
MBF_Fund_Initiation_1,FAILED,1473762,2020-02-24 17:03:5
CLM_POLICY_EXECUTION,FAILED,1473018,2020-02-25 00:20:3
